borrower_id,business_name,gstin,sector,cluster,turnover_band,language,base_monthly_turnover,gst_filed_on_time_pct,gst_avg_declared_turnover,gst_max_declared_turnover,gst_min_declared_turnover,gst_avg_delay_days,upi_avg_monthly_inflow,upi_inflow_trend_pct,upi_avg_txn_count,eway_avg_dispatch_count,eway_dispatch_momentum_pct,eway_avg_dispatch_value,aa_avg_monthly_credit,aa_avg_monthly_debit,aa_avg_closing_balance,aa_net_monthly_flow,aa_bounce_count_6m,bureau_has_file,bureau_score,cash_flow_score,risk_band,sanctioned_limit,interest_rate_pct,processing_fee_pct,apr_pct
538,Verma Plastics #538,07ABCDE1538F1Z7,Micro-Manufacturing,UP - Moradabad,< Rs 40L,Marwari,2199575,91.7,2149423,2705787,1686990,0.1,2331611,-5.2,627,175.7,306.1,1348708,1876002,1350082,240467,525920,0,False,,76.3,B,4399000.0,18.0,1.5,19.5
539,Verma Spice Traders #539,07ABCDE1539F1Z8,Micro-Manufacturing,Rajasthan - Bhilwara,< Rs 40L,Gujarati,3395768,100.0,3375507,4133366,2643217,0.0,3874360,-22.8,794,109.8,115.8,2579615,2256693,2614284,552153,-357591,2,True,,62.4,C,3396000.0,24.0,2.0,26.0
540,Chaudhary Packaging Co #540,07ABCDE1540F1Z0,Micro-Manufacturing,Gujarat - Morbi,Rs 3-5Cr,Gujarati,319596,83.3,334938,393873,252603,1.2,318295,-5.3,782,173.0,64.2,231802,193281,214356,78913,-21075,1,False,,70.0,B,639000.0,18.0,1.5,19.5
541,Desai Timber Traders #541,07ABCDE1541F1Z1,Trading,UP - Moradabad,Rs 40L-1Cr,English,1058385,58.3,1095523,1317109,911259,4.8,1153320,0.5,654,162.8,-66.2,745410,686357,807499,344795,-121142,0,False,732,57.4,C,1058000.0,24.0,2.0,26.0
542,Singh Textiles #542,07ABCDE1542F1Z2,Micro-Manufacturing,UP - Moradabad,> Rs 5Cr,Gujarati,466192,91.7,475517,561046,352391,0.9,445270,52.5,704,144.0,-12.4,308287,303572,270434,106652,33138,0,False,,82.1,A,1399000.0,14.0,1.0,15.0
543,Chaudhary Grains #543,07ABCDE1543F1Z3,Trading,Rajasthan - Bhilwara,Rs 40L-1Cr,Marwari,3360458,100.0,3506380,4112398,2576651,0.0,3443351,-34.4,804,188.5,-28.2,2317042,2651683,1789832,497456,861851,0,True,,71.4,B,6721000.0,18.0,1.5,19.5
544,Sharma Steel Traders #544,07ABCDE1544F1Z4,Micro-Manufacturing,UP - Moradabad,Rs 40L-1Cr,Marwari,2442530,91.7,2334672,3009074,1849715,0.7,2706284,-1.4,675,90.5,-73.4,1750467,1791492,1761057,638251,30435,0,True,702,64.0,C,2443000.0,24.0,2.0,26.0
545,Chaudhary Food Processing #545,07ABCDE1545F1Z5,Micro-Manufacturing,Gujarat - Morbi,Rs 1-3Cr,English,1569259,91.7,1639437,1955976,1198610,1.3,1564915,-26.0,876,189.7,-13.1,1173976,1215941,870738,227185,345203,1,True,,67.8,B,3139000.0,18.0,1.5,19.5
546,Rathi Ceramics #546,07ABCDE1546F1Z6,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 3-5Cr,Hindi,2783047,75.0,2819935,3335556,2175674,2.8,2817103,-14.1,902,168.5,2.7,1811854,2545831,2227308,654115,318523,1,True,760,67.3,B,5566000.0,18.0,1.5,19.5
547,Patel Auto Parts #547,07ABCDE1547F1Z7,Trading,Gujarat - Morbi,Rs 1-3Cr,Hindi,2507780,83.3,2490314,2946476,2226750,2.5,2572435,-24.0,818,148.2,-81.6,1571438,2050346,1468213,677103,582133,2,False,,63.5,C,2508000.0,24.0,2.0,26.0
548,Jain Steel Traders #548,07ABCDE1548F1Z8,Micro-Manufacturing,Gujarat - Morbi,> Rs 5Cr,Gujarati,1829750,83.3,1749616,2248438,1555030,1.9,2091815,25.6,857,167.3,-48.3,1429052,1768363,1270714,327746,497649,0,True,757,76.8,B,3660000.0,18.0,1.5,19.5
549,Bansal Cloth House #549,07ABCDE1549F1Z0,Trading,Rajasthan - Bhilwara,< Rs 40L,English,726247,100.0,718062,848441,572674,0.0,674959,61.4,738,137.2,30.6,498407,722008,478424,186338,243584,0,True,,88.9,A,2179000.0,14.0,1.0,15.0
550,Mehta Electricals #550,07ABCDE1550F1Z1,Micro-Manufacturing,Rajasthan - Bhilwara,> Rs 5Cr,Hindi,375042,91.7,397900,459063,292774,0.8,351941,-7.9,608,154.7,20.9,277472,278221,230937,82265,47284,0,False,,74.3,B,750000.0,18.0,1.5,19.5
551,Bansal Agri Traders #551,07ABCDE1551F1Z2,Trading,UP - Moradabad,Rs 1-3Cr,Gujarati,1358381,66.7,1433902,1671976,1188285,3.0,1374660,-32.4,658,141.2,46.8,897464,1216780,936793,410233,279987,3,False,750,60.2,C,1358000.0,24.0,2.0,26.0
552,Iyer Hardware Store #552,07ABCDE1552F1Z3,Trading,Rajasthan - Bhilwara,Rs 1-3Cr,Marwari,945197,83.3,922349,1145234,731089,0.6,940987,-33.1,654,135.2,514.0,712493,901607,593261,199344,308346,0,False,729,70.4,B,1890000.0,18.0,1.5,19.5
553,Singh Cloth House #553,07ABCDE1553F1Z4,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 3-5Cr,Hindi,2824801,91.7,2930274,3514209,2424524,1.4,2792627,7.9,916,160.7,-52.7,1740991,2522380,1842702,689215,679678,0,False,766,75.7,B,5650000.0,18.0,1.5,19.5
554,Desai Light Engineering #554,07ABCDE1554F1Z5,Trading,Gujarat - Morbi,Rs 3-5Cr,English,1295111,83.3,1146901,1403283,1001275,1.9,1344537,20.4,642,191.0,-39.2,906818,1000313,876089,365570,124224,0,False,651,74.6,B,2590000.0,18.0,1.5,19.5
555,Agarwal Food Processing #555,07ABCDE1555F1Z6,Micro-Manufacturing,Rajasthan - Bhilwara,> Rs 5Cr,Gujarati,3011674,100.0,3058462,3646853,2283451,0.0,3104645,-19.9,551,136.2,-81.3,2121473,2855174,2042321,754864,812853,0,True,783,69.0,B,6023000.0,18.0,1.5,19.5
556,Patel Light Engineering #556,07ABCDE1556F1Z7,Trading,Gujarat - Morbi,> Rs 5Cr,English,229718,100.0,234826,284277,182244,0.0,230855,-28.2,573,106.3,41.2,152999,171260,137213,86937,34047,0,True,705,70.9,B,459000.0,18.0,1.5,19.5
557,Mehta Packaging Co #557,07ABCDE1557F1Z8,Trading,Gujarat - Morbi,Rs 40L-1Cr,Gujarati,483654,83.3,459627,581363,366063,1.3,583235,2.0,813,131.0,219.0,306702,383563,357839,75407,25724,0,False,,73.8,B,967000.0,18.0,1.5,19.5
558,Sharma Food Processing #558,07ABCDE1558F1Z0,Trading,UP - Moradabad,> Rs 5Cr,Gujarati,2780245,91.7,2596537,3108352,2102725,1.2,2472624,-9.4,664,163.7,-68.8,2027513,1774742,1626334,609132,148408,0,False,,67.9,B,5560000.0,18.0,1.5,19.5
559,Sharma Grains #559,07ABCDE1559F1Z1,Trading,UP - Moradabad,Rs 40L-1Cr,Hindi,500934,91.7,490889,611845,382580,0.9,514967,23.4,767,182.0,-12.4,329276,445848,374109,134957,71739,0,True,683,78.4,B,1002000.0,18.0,1.5,19.5
560,Bansal Kirana Wholesale #560,07ABCDE1560F1Z2,Micro-Manufacturing,Gujarat - Morbi,Rs 3-5Cr,Hindi,960664,83.3,894739,1131595,735404,1.1,1008826,-12.1,668,168.7,-46.2,741586,705230,656223,325394,49007,0,False,799,66.5,B,1921000.0,18.0,1.5,19.5
561,Singh Spice Traders #561,07ABCDE1561F1Z3,Trading,Gujarat - Morbi,> Rs 5Cr,English,554470,91.7,534133,657047,417015,1.3,582731,39.7,888,145.0,72.5,379402,376030,428545,143359,-52515,1,False,,78.2,B,1109000.0,18.0,1.5,19.5
562,Verma Spice Traders #562,07ABCDE1562F1Z4,Micro-Manufacturing,Rajasthan - Bhilwara,> Rs 5Cr,Gujarati,1488381,83.3,1411032,1846057,1118498,2.2,1450241,-25.8,736,132.3,-72.2,1061240,1419337,1375982,239652,43355,2,True,,53.0,C,1488000.0,24.0,2.0,26.0
563,Yadav Agri Traders #563,07ABCDE1563F1Z5,Trading,Gujarat - Morbi,> Rs 5Cr,Hindi,1379047,91.7,1419395,1718035,1110990,1.7,1289713,-8.5,772,116.2,113.5,1073838,1322608,719755,534185,602853,1,True,,75.6,B,2758000.0,18.0,1.5,19.5
564,Nair Packaging Co #564,07ABCDE1564F1Z6,Trading,Gujarat - Morbi,Rs 40L-1Cr,Hindi,738519,91.7,710354,887732,571409,1.7,725844,25.4,496,103.7,-82.4,433978,518239,386774,275548,131465,0,True,788,73.9,B,1477000.0,18.0,1.5,19.5
565,Rathi Spice Traders #565,07ABCDE1565F1Z7,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Gujarati,874155,100.0,855719,1062725,661665,0.0,873623,-5.1,734,221.0,-45.7,639280,634423,625053,210469,9370,1,True,703,67.4,B,1748000.0,18.0,1.5,19.5
566,Bansal Food Processing #566,07ABCDE1566F1Z8,Micro-Manufacturing,Gujarat - Morbi,Rs 40L-1Cr,Marwari,3169440,75.0,3163556,3904481,2400974,2.3,2838808,-10.8,811,175.8,87.6,2292421,1978852,2082537,1064467,-103685,0,False,,71.8,B,6339000.0,18.0,1.5,19.5
567,Singh Light Engineering #567,07ABCDE1567F1Z0,Trading,Rajasthan - Bhilwara,> Rs 5Cr,Gujarati,3391704,91.7,3444726,4104784,2672745,1.2,3530053,10.0,763,151.8,3.2,2427656,2628783,1785672,605990,843111,0,True,,78.3,B,6783000.0,18.0,1.5,19.5
568,Patel Cloth House #568,07ABCDE1568F1Z1,Micro-Manufacturing,Gujarat - Morbi,> Rs 5Cr,Hindi,2120423,91.7,2062006,2588600,1664874,1.7,2080190,-27.5,771,137.8,20.4,1288331,1527859,1460627,723704,67232,0,True,700,68.1,B,4241000.0,18.0,1.5,19.5
569,Reddy Auto Parts #569,07ABCDE1569F1Z2,Micro-Manufacturing,Gujarat - Morbi,< Rs 40L,Gujarati,3216712,91.7,3158824,3960960,2463060,0.9,2819950,24.5,464,111.8,-70.6,2174596,2114352,1970813,738715,143539,1,False,,65.6,B,6433000.0,18.0,1.5,19.5
570,Chaudhary Agri Traders #570,07ABCDE1570F1Z3,Micro-Manufacturing,UP - Moradabad,Rs 1-3Cr,English,1432239,100.0,1368318,1721887,1098224,0.0,1439153,-10.5,574,174.2,8.8,1095648,1027319,908522,251252,118797,0,False,657,71.8,B,2864000.0,18.0,1.5,19.5
571,Kapoor Steel Traders #571,07ABCDE1571F1Z4,Trading,Gujarat - Morbi,Rs 3-5Cr,Marwari,3242938,100.0,3362726,3954577,2504295,0.0,3171695,-15.7,747,70.5,54.8,2417914,2293658,2324032,1144463,-30374,0,False,,72.7,B,6486000.0,18.0,1.5,19.5
572,Desai Plastics #572,07ABCDE1572F1Z5,Micro-Manufacturing,Gujarat - Morbi,Rs 3-5Cr,Marwari,3032602,100.0,2953054,3637777,2353646,0.0,2672782,0.5,624,157.2,-46.6,2195733,2597410,2102640,819568,494770,1,True,749,70.2,B,6065000.0,18.0,1.5,19.5
573,Gupta Steel Traders #573,07ABCDE1573F1Z6,Trading,Rajasthan - Bhilwara,Rs 40L-1Cr,Hindi,3251795,75.0,3061565,4047230,2455075,2.8,3491101,57.4,613,203.0,-10.2,2172568,2902435,1869101,918293,1033334,0,False,652,81.3,A,9755000.0,14.0,1.0,15.0
574,Bansal Packaging Co #574,07ABCDE1574F1Z7,Micro-Manufacturing,Rajasthan - Bhilwara,< Rs 40L,English,1064364,91.7,1075793,1312010,920285,1.4,1204723,9.0,492,178.5,-50.4,778464,945173,827547,259756,117626,0,True,,69.7,B,2129000.0,18.0,1.5,19.5
575,Rathi Agri Traders #575,07ABCDE1575F1Z8,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 3-5Cr,Marwari,993271,100.0,1013651,1238198,769411,0.0,921825,-24.4,649,150.5,-86.5,770755,625298,550631,274272,74667,0,False,712,67.3,B,1987000.0,18.0,1.5,19.5
576,Rathi Auto Parts #576,07ABCDE1576F1Z0,Micro-Manufacturing,Gujarat - Morbi,Rs 40L-1Cr,Marwari,1602818,100.0,1571182,1960792,1221105,0.0,1714557,-40.9,673,154.0,74.6,1252576,971477,885813,535436,85664,0,True,,70.7,B,3206000.0,18.0,1.5,19.5
577,Shah Plastics #577,07ABCDE1577F1Z1,Trading,Gujarat - Morbi,< Rs 40L,Gujarati,294022,83.3,262801,332002,224789,1.3,272930,-0.8,687,185.5,24.2,192698,177076,272212,117129,-95136,0,False,,68.5,B,588000.0,18.0,1.5,19.5
578,Kapoor Cloth House #578,07ABCDE1578F1Z2,Trading,UP - Moradabad,Rs 40L-1Cr,Hindi,2320485,100.0,2370317,2882551,1884827,0.0,2501287,28.9,470,171.8,-83.3,1699040,1648745,1380225,631898,268520,0,True,,75.4,B,4641000.0,18.0,1.5,19.5
579,Yadav Spice Traders #579,07ABCDE1579F1Z3,Trading,UP - Moradabad,Rs 3-5Cr,Marwari,1618647,91.7,1637328,1855738,1265015,1.6,1661637,3.1,935,180.5,196.5,1149830,1393639,824872,210385,568767,0,False,795,80.7,A,4856000.0,14.0,1.0,15.0
580,Verma Light Engineering #580,07ABCDE1580F1Z4,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Gujarati,1166514,58.3,1232011,1450874,943254,4.3,1058129,-18.9,645,195.7,-8.9,814803,917036,682649,258339,234387,0,False,743,66.2,B,2333000.0,18.0,1.5,19.5
581,Mehta Steel Traders #581,07ABCDE1581F1Z5,Trading,UP - Moradabad,Rs 1-3Cr,Gujarati,3360812,91.7,3453893,3959152,2819213,0.3,3476639,26.9,795,172.8,-38.5,2447799,2592296,2056416,966843,535880,1,True,,78.5,B,6722000.0,18.0,1.5,19.5
582,Jain Cloth House #582,07ABCDE1582F1Z6,Trading,Gujarat - Morbi,< Rs 40L,Marwari,730519,91.7,742592,911457,550649,0.9,812070,7.2,665,152.5,-45.3,537743,691893,667039,247615,24854,0,True,673,67.2,B,1461000.0,18.0,1.5,19.5
583,Shah Food Processing #583,07ABCDE1583F1Z7,Trading,UP - Moradabad,> Rs 5Cr,English,927748,91.7,894376,1118602,719545,0.5,939811,-14.1,790,202.7,220.7,576790,665073,724847,175731,-59774,0,True,,73.4,B,1855000.0,18.0,1.5,19.5
584,Pillai Ceramics #584,07ABCDE1584F1Z8,Trading,UP - Moradabad,> Rs 5Cr,Gujarati,1666243,91.7,1626510,1992960,1261580,1.3,1773287,2.5,665,121.8,-31.9,1223688,1241573,1071676,202800,169897,1,False,,64.8,C,1666000.0,24.0,2.0,26.0
585,Jain Packaging Co #585,07ABCDE1585F1Z0,Micro-Manufacturing,UP - Moradabad,Rs 40L-1Cr,English,468568,83.3,472992,581593,361678,1.2,487499,38.0,818,142.0,25.0,341839,420312,412907,48822,7405,0,False,768,76.4,B,937000.0,18.0,1.5,19.5
586,Mehta Textiles #586,07ABCDE1586F1Z1,Trading,Gujarat - Morbi,Rs 40L-1Cr,Gujarati,2923371,100.0,2873380,3458883,2330344,0.0,2645319,-2.9,570,122.2,-77.4,2130415,2020602,2398932,536635,-378330,2,False,725,55.5,C,2923000.0,24.0,2.0,26.0
587,Agarwal Auto Parts #587,07ABCDE1587F1Z2,Micro-Manufacturing,Rajasthan - Bhilwara,< Rs 40L,Hindi,342214,83.3,348096,425259,282661,1.3,346845,32.1,469,117.3,-61.7,243069,289415,245533,63885,43882,0,True,668,66.8,B,684000.0,18.0,1.5,19.5
588,Agarwal Packaging Co #588,07ABCDE1588F1Z3,Trading,Rajasthan - Bhilwara,Rs 1-3Cr,English,990577,91.7,1018429,1211291,771684,0.3,954063,-31.5,555,164.7,63.9,683309,709122,744432,114308,-35310,0,False,,64.6,C,991000.0,24.0,2.0,26.0
589,Mehta Ceramics #589,07ABCDE1589F1Z4,Trading,UP - Moradabad,Rs 40L-1Cr,Gujarati,1247334,100.0,1223093,1455780,1048284,0.0,1263589,-19.0,710,140.5,46.2,920190,782254,797687,432655,-15433,0,True,765,74.8,B,2495000.0,18.0,1.5,19.5
590,Jain Plastics #590,07ABCDE1590F1Z5,Micro-Manufacturing,Gujarat - Morbi,Rs 40L-1Cr,Gujarati,239074,100.0,250534,294823,191746,0.0,252261,-13.8,709,154.3,289.3,164390,189065,136730,83574,52335,0,False,680,80.2,A,717000.0,14.0,1.0,15.0
591,Reddy Kirana Wholesale #591,07ABCDE1591F1Z6,Micro-Manufacturing,UP - Moradabad,Rs 1-3Cr,Gujarati,2572009,91.7,2671538,3214224,2087516,0.8,2427409,-39.9,638,155.2,28.1,1563000,1966171,2143159,393361,-176988,0,True,,62.1,C,2572000.0,24.0,2.0,26.0
592,Agarwal Hardware Store #592,07ABCDE1592F1Z7,Micro-Manufacturing,UP - Moradabad,Rs 40L-1Cr,Marwari,2619146,91.7,2833910,3195384,2283093,1.7,2575221,-32.1,744,88.3,131.8,1729012,1698167,2370774,583290,-672607,0,False,,63.6,C,2619000.0,24.0,2.0,26.0
593,Rathi Agri Traders #593,07ABCDE1593F1Z8,Trading,Rajasthan - Bhilwara,< Rs 40L,Marwari,2564464,91.7,2656582,3196453,1935235,1.2,2640451,-5.0,865,152.3,187.1,1868384,1939535,2330126,502844,-390591,1,False,697,68.1,B,5129000.0,18.0,1.5,19.5
594,Jain Grains #594,07ABCDE1594F1Z0,Trading,Gujarat - Morbi,Rs 3-5Cr,Marwari,1099737,100.0,1134987,1358252,827142,0.0,1126893,-33.1,541,176.2,34.8,761904,853601,1041238,224713,-187637,0,False,,63.1,C,1100000.0,24.0,2.0,26.0
595,Nair Electricals #595,07ABCDE1595F1Z1,Trading,UP - Moradabad,Rs 40L-1Cr,English,3496397,83.3,3408058,3843691,2885347,1.7,3270577,-12.9,628,149.7,-35.0,2518938,3409570,2404103,443181,1005467,0,False,,66.7,B,6993000.0,18.0,1.5,19.5
596,Kapoor Timber Traders #596,07ABCDE1596F1Z2,Trading,Gujarat - Morbi,Rs 40L-1Cr,Hindi,2981775,83.3,2958137,3415514,2377638,2.9,3016529,-27.2,334,122.7,-79.9,1942476,2672952,2423274,1097159,249678,0,True,737,56.2,C,2982000.0,24.0,2.0,26.0
597,Reddy Auto Parts #597,07ABCDE1597F1Z3,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 1-3Cr,Hindi,3412721,75.0,3557851,4199015,2805575,3.0,3314995,-7.6,660,190.8,-44.9,2441667,3385383,2664071,1210865,721312,0,True,751,69.4,B,6825000.0,18.0,1.5,19.5
598,Pillai Timber Traders #598,07ABCDE1598F1Z4,Trading,Rajasthan - Bhilwara,Rs 3-5Cr,English,2366115,100.0,2313167,2859993,1885823,0.0,2304176,-10.7,572,224.7,-1.4,1640140,1582443,1644489,508530,-62046,0,False,,70.2,B,4732000.0,18.0,1.5,19.5
599,Nair Timber Traders #599,07ABCDE1599F1Z5,Micro-Manufacturing,Gujarat - Morbi,Rs 1-3Cr,Marwari,732405,91.7,762857,915306,579664,1.2,684194,-13.8,572,143.7,-30.9,483965,475681,540415,257362,-64734,1,True,662,56.2,C,732000.0,24.0,2.0,26.0
600,Desai Ceramics #600,07ABCDE1600F1Z6,Micro-Manufacturing,Gujarat - Morbi,> Rs 5Cr,Gujarati,2171949,100.0,2142262,2641548,1685150,0.0,2105166,8.8,631,170.8,-65.0,1491419,1548142,1387995,865704,160147,0,False,,73.5,B,4344000.0,18.0,1.5,19.5
601,Pillai Fertilizer Depot #601,07ABCDE1601F1Z7,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Marwari,889648,75.0,894449,1028137,692136,2.9,898189,-26.5,875,123.8,-11.5,686152,733167,744408,135115,-11241,3,False,672,51.8,C,890000.0,24.0,2.0,26.0
602,Rathi Timber Traders #602,07ABCDE1602F1Z8,Micro-Manufacturing,Gujarat - Morbi,Rs 40L-1Cr,Gujarati,2544726,100.0,2380878,3009310,1964518,0.0,2311713,-23.8,715,149.3,19.6,1807924,1804615,2026953,623791,-222338,0,True,800,70.8,B,5089000.0,18.0,1.5,19.5
603,Verma Food Processing #603,07ABCDE1603F1Z0,Micro-Manufacturing,UP - Moradabad,Rs 1-3Cr,Marwari,2315411,91.7,2263238,2737562,1810588,1.0,1988154,-38.6,746,192.8,-17.7,1633852,1850046,1854245,561186,-4199,1,True,767,63.1,C,2315000.0,24.0,2.0,26.0
604,Rathi Steel Traders #604,07ABCDE1604F1Z1,Micro-Manufacturing,UP - Moradabad,< Rs 40L,Hindi,1925010,91.7,1866761,2259544,1533863,1.3,1877437,-31.0,748,174.3,-82.5,1235347,1204003,1486723,387058,-282720,2,False,665,53.2,C,1925000.0,24.0,2.0,26.0
605,Kapoor Steel Traders #605,07ABCDE1605F1Z2,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 3-5Cr,Hindi,1654509,91.7,1752482,1993268,1286772,0.6,1708616,-7.4,734,172.8,0.8,1125135,1427416,1254525,273105,172891,0,False,750,72.1,B,3309000.0,18.0,1.5,19.5
606,Malhotra Electricals #606,07ABCDE1606F1Z3,Trading,Rajasthan - Bhilwara,Rs 40L-1Cr,English,806844,91.7,743889,1003592,631088,0.8,877833,-13.4,606,183.2,63.1,520794,788519,552480,241453,236039,2,False,,71.5,B,1614000.0,18.0,1.5,19.5
607,Kapoor Auto Parts #607,07ABCDE1607F1Z4,Trading,Rajasthan - Bhilwara,< Rs 40L,English,580790,75.0,573609,693942,471283,2.5,624227,-8.5,793,183.0,-44.3,459544,482556,515322,85297,-32766,2,True,693,55.4,C,581000.0,24.0,2.0,26.0
608,Patel Timber Traders #608,07ABCDE1608F1Z5,Trading,Gujarat - Morbi,Rs 1-3Cr,English,1066778,91.7,1078780,1317599,934763,0.1,1031599,-21.1,746,216.3,-49.8,743373,909640,790321,413650,119319,0,True,749,70.8,B,2134000.0,18.0,1.5,19.5
609,Bansal Cloth House #609,07ABCDE1609F1Z6,Trading,Rajasthan - Bhilwara,Rs 40L-1Cr,Gujarati,1571648,83.3,1681871,1899693,1527936,2.2,1507940,23.3,672,139.7,57.2,1012174,1027688,1217289,273606,-189601,2,False,754,67.6,B,3143000.0,18.0,1.5,19.5
610,Iyer Cloth House #610,07ABCDE1610F1Z7,Trading,Gujarat - Morbi,Rs 40L-1Cr,Marwari,2719146,100.0,2915728,3395577,2292110,0.0,2758107,18.1,978,180.8,17.2,1987285,2294738,2550172,1079164,-255434,1,False,,76.5,B,5438000.0,18.0,1.5,19.5
611,Verma Electricals #611,07ABCDE1611F1Z8,Micro-Manufacturing,Gujarat - Morbi,Rs 40L-1Cr,Marwari,1641882,100.0,1658850,2017250,1244300,0.0,1660923,-16.7,741,206.2,-83.0,1050875,1508892,1450479,365522,58413,0,False,786,68.8,B,3284000.0,18.0,1.5,19.5
612,Shah Agri Traders #612,07ABCDE1612F1Z0,Trading,Gujarat - Morbi,> Rs 5Cr,Gujarati,3427376,75.0,3402660,4176034,2618675,4.3,3231653,-19.0,786,164.7,-56.5,2351871,2072792,1773991,680206,298801,1,True,778,62.7,C,3427000.0,24.0,2.0,26.0
613,Gupta Cloth House #613,07ABCDE1613F1Z1,Micro-Manufacturing,UP - Moradabad,> Rs 5Cr,English,1514547,83.3,1437723,1708463,1148341,0.4,1373531,-21.0,637,160.3,20.6,934968,1387102,1182432,302318,204670,0,True,779,70.8,B,3029000.0,18.0,1.5,19.5
614,Rathi Auto Parts #614,07ABCDE1614F1Z2,Trading,Gujarat - Morbi,< Rs 40L,Gujarati,1842191,75.0,1795585,2184808,1414082,1.7,1829184,-38.5,668,162.7,376.6,1470561,1812161,1676326,240947,135835,2,False,725,57.2,C,1842000.0,24.0,2.0,26.0
615,Singh Timber Traders #615,07ABCDE1615F1Z3,Micro-Manufacturing,Gujarat - Morbi,Rs 1-3Cr,Gujarati,379214,100.0,371341,473131,303588,0.0,372190,59.9,776,109.7,239.1,271899,356182,234400,49842,121782,0,False,778,87.6,A,1138000.0,14.0,1.0,15.0
616,Chaudhary Kirana Wholesale #616,07ABCDE1616F1Z4,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Gujarati,512015,91.7,539049,622617,418581,0.7,483569,-25.7,538,137.7,-60.0,351527,359604,284320,156870,75284,0,True,740,65.6,B,1024000.0,18.0,1.5,19.5
617,Pillai Hardware Store #617,07ABCDE1617F1Z5,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Marwari,177800,83.3,171557,216586,147098,1.2,200965,19.4,985,159.7,-22.4,134396,141877,167965,62012,-26088,1,False,,67.8,B,356000.0,18.0,1.5,19.5
618,Rathi Grains #618,07ABCDE1618F1Z6,Trading,Rajasthan - Bhilwara,Rs 3-5Cr,Hindi,1991885,91.7,1890011,2377351,1508667,0.1,2023289,24.3,543,176.0,137.7,1487231,1262424,1599857,662242,-337433,0,False,,73.6,B,3984000.0,18.0,1.5,19.5
619,Chaudhary Steel Traders #619,07ABCDE1619F1Z7,Trading,UP - Moradabad,> Rs 5Cr,Hindi,742019,100.0,788691,924974,578903,0.0,736027,45.4,737,135.7,-56.1,556001,457669,689497,179059,-231828,0,False,671,72.7,B,1484000.0,18.0,1.5,19.5
620,Jain Fertilizer Depot #620,07ABCDE1620F1Z8,Micro-Manufacturing,UP - Moradabad,Rs 3-5Cr,Marwari,2678208,91.7,2769612,3327603,2093168,0.9,2838584,-32.4,637,164.2,31.4,1913586,1993666,1662415,706574,331251,0,True,796,73.0,B,5356000.0,18.0,1.5,19.5
621,Rathi Ceramics #621,07ABCDE1621F1Z0,Trading,UP - Moradabad,< Rs 40L,Marwari,2660933,83.3,2718919,3314693,2018408,1.9,2396091,4.0,670,141.5,-51.8,1893146,2004445,2152585,431391,-148140,3,True,,53.3,C,2661000.0,24.0,2.0,26.0
622,Iyer Spice Traders #622,07ABCDE1622F1Z1,Micro-Manufacturing,Rajasthan - Bhilwara,< Rs 40L,Gujarati,546323,100.0,537984,670184,411293,0.0,522905,-12.6,695,145.8,-54.5,359933,418311,455699,58189,-37388,0,False,,61.7,C,546000.0,24.0,2.0,26.0
623,Bansal Light Engineering #623,07ABCDE1623F1Z2,Micro-Manufacturing,Gujarat - Morbi,< Rs 40L,Gujarati,2582597,100.0,2613820,3115495,1993564,0.0,2331700,-36.8,536,192.8,-5.8,1961545,2463569,1597759,702490,865810,2,True,,63.8,C,2583000.0,24.0,2.0,26.0
624,Reddy Ceramics #624,07ABCDE1624F1Z3,Micro-Manufacturing,UP - Moradabad,Rs 1-3Cr,English,2144752,83.3,2124144,2660001,1616542,2.1,1953308,-11.0,608,148.8,-51.6,1466904,1853745,2024703,259332,-170958,0,True,,57.0,C,2145000.0,24.0,2.0,26.0
625,Rathi Textiles #625,07ABCDE1625F1Z4,Trading,Gujarat - Morbi,> Rs 5Cr,English,682380,66.7,683297,825457,536789,5.1,636183,0.4,680,161.8,13.3,556383,596111,537400,177868,58711,0,True,,68.1,B,1365000.0,18.0,1.5,19.5
626,Patel Packaging Co #626,07ABCDE1626F1Z5,Micro-Manufacturing,Rajasthan - Bhilwara,Rs 40L-1Cr,Marwari,207423,91.7,196619,242280,180262,1.2,225419,3.5,566,169.8,-89.2,136727,189820,191272,22765,-1452,0,True,,64.4,C,207000.0,24.0,2.0,26.0
627,Agarwal Steel Traders #627,07ABCDE1627F1Z6,Trading,UP - Moradabad,Rs 1-3Cr,Marwari,1820257,83.3,1759842,2272494,1388792,2.1,1708602,2.7,570,189.7,-59.1,1246877,1601319,1694819,324664,-93500,0,True,,62.3,C,1820000.0,24.0,2.0,26.0
628,Yadav Grains #628,07ABCDE1628F1Z7,Trading,UP - Moradabad,Rs 1-3Cr,Marwari,1125272,100.0,1048230,1237539,872318,0.0,1117461,10.6,738,122.8,-7.0,691147,972102,885014,193337,87088,0,False,,74.3,B,2251000.0,18.0,1.5,19.5
